"id","Date","ClasseDim","Abbondanza_CD"
"4BA03",2015-08-31,"NF",44712.4424870447
"4BA03",2015-10-31,"MF",248426.308799115
"4BA03",2015-10-31,"NF",77394.3264981815
"4BA03",2015-11-30,"MF",42560
"4BA03",2015-11-30,"NF",36519.6972242771
"4BA03",2016-01-31,"MF",7440
"4BA03",2016-01-31,"NF",28039.6972242771
"4BA03",2016-03-31,"MF",5900
"4BA03",2016-03-31,"NF",34918.2221567342
"4BA03",2016-05-31,"MF",6160
"4BA03",2016-05-31,"NF",64131
"4BA03",2016-07-31,"MF",4700
"4BA03",2016-07-31,"NF",36287
"4BA03",2016-09-30,"MF",47160
"4BA03",2016-09-30,"NF",9957
"4BA03",2016-11-30,"MF",33604
"4BA03",2016-11-30,"NF",35068
"4BA03",2017-02-28,"MF",83522
"4BA03",2017-02-28,"NF",69390
"4BA03",2017-03-31,"MF",29686
"4BA03",2017-03-31,"NF",86525
"4BA03",2017-05-31,"MF",3008
"4BA03",2017-05-31,"NF",81356
"4BA03",2017-07-31,"MF",3998
"4BA03",2017-07-31,"NF",78634
"4BA03",2017-09-30,"MF",3295
"4BA03",2017-09-30,"NF",55712
"4BA03",2017-11-30,"MF",6354
"4BA03",2017-11-30,"NF",59953
"4BA04",2015-08-31,"MF",2680
"4BA04",2015-08-31,"NF",70480.4017209445
"4BA04",2015-10-31,"MF",25840
"4BA04",2015-10-31,"NF",64281.7117690575
"4BA04",2015-11-30,"MF",33520
"4BA04",2015-11-30,"NF",70740.5531088059
"4BA04",2016-01-31,"MF",3860
"4BA04",2016-01-31,"NF",23621.5109085853
"4BA04",2016-03-31,"MF",2980
"4BA04",2016-03-31,"NF",26821.7410270159
"4BA04",2016-05-31,"MF",2840
"4BA04",2016-05-31,"NF",63684
"4BA04",2016-07-31,"MF",6800
"4BA04",2016-07-31,"NF",38365
"4BA04",2016-09-30,"MF",8181
"4BA04",2016-09-30,"NF",53615
"4BA04",2016-11-30,"MF",15089
"4BA04",2016-11-30,"NF",27556
"4BA04",2017-02-28,"MF",84221
"4BA04",2017-02-28,"NF",547805
"4BA04",2017-03-31,"MF",63231
"4BA04",2017-03-31,"NF",50438
"4BA04",2017-05-31,"MF",2820
"4BA04",2017-05-31,"NF",39894
"4BA04",2017-07-31," MF",56132
"4BA04",2017-07-31,"MF",3110
"4BA04",2017-07-31,"NF",48091
"4BA04",2017-09-30,"MF",1222
"4BA04",2017-09-30,"NF",33880
"4BA04",2017-11-30,"MF",2049
"4BA04",2017-11-30,"NF",71848
"60530",2016-01-31,"MF",19480
"60530",2016-01-31,"NF",9600
"60530",2016-04-30,"MF",568065
"60530",2016-04-30,"NF",725690
"60530",2016-07-31,"MF",4760
"60530",2016-07-31,"NF",10880
"60530",2016-09-30,"MF",1320368
"60530",2016-09-30,"NF",360577
"60530",2016-11-30,"MF",181422
"60530",2016-11-30,"NF",401397
"60530",2017-01-31,"MF",185958
"60530",2017-01-31,"NF",319757
"60530",2017-03-31,"MF",337899
"60530",2017-03-31,"NF",496644
"60530",2017-05-31,"MF",209770
"60530",2017-05-31,"NF",137201
"60530",2017-07-31,"MF",55561
"60530",2017-07-31,"NF",235849
"60530",2017-09-30,"MF",390058
"60530",2017-09-30,"NF",292544
"60530",2017-11-30,"MF",264196
"60530",2017-11-30,"NF",112255
"60720",2016-01-31,"MF",142950
"60720",2016-01-31,"NF",165548
"60720",2016-05-31,"MF",1951531
"60720",2016-05-31,"NF",336871
"60720",2016-07-31,"MF",66326
"60720",2016-07-31,"NF",1111212
"60720",2016-09-30,"MF",2558696
"60720",2016-09-30,"NF",378719
"60720",2016-11-30,"MF",214305
"60720",2016-11-30,"NF",188226
"60720",2017-01-31,"MF",349238
"60720",2017-01-31,"NF",124728
"60720",2017-03-31,"MF",308418
"60720",2017-03-31,"NF",464895
"60720",2017-05-31,"MF",38552
"60720",2017-05-31,"NF",510251
"60720",2017-07-31,"MF",1410559
"60720",2017-07-31,"NF",272134
"60720",2017-09-30,"MF",562409
"60720",2017-09-30,"NF",1235940
"60720",2017-11-30,"MF",81640
"60720",2017-11-30,"NF",247188
"6CB03",2015-08-31,"MF",27629.472
"6CB03",2015-08-31,"NF",135858.528
"6CB03",2015-10-31,"MF",101913.611111111
"6CB03",2015-10-31,"NF",66758.033033033
"6CB03",2015-11-30,"MF",44887.68
"6CB03",2015-11-30,"NF",110972.32
"6CB03",2016-01-31,"MF",8914.8084
"6CB03",2016-01-31,"NF",112872.1916
"6CB03",2016-03-31,"MF",20186.7361111111
"6CB03",2016-03-31,"NF",61237.8472222222
"6CB03",2016-05-31,"MF",73857
"6CB03",2016-05-31,"NF",277844
"6CB03",2016-07-31,"MF",450
"6CB03",2016-07-31,"NF",103480
"6CB03",2016-09-30,"MF",77818
"6CB03",2016-09-30,"NF",246086
"6CB03",2016-11-30,"MF",7801
"6CB03",2016-11-30,"NF",173380
"6CB03",2017-02-28,"MF",24295
"6CB03",2017-02-28,"NF",70380
"6CB03",2017-03-31,"MF",87958
"6CB03",2017-03-31,"NF",293533
"6CB03",2017-05-31,"MF",2093
"6CB03",2017-05-31,"NF",326246
"6CB03",2017-07-31,"MF",1520
"6CB03",2017-07-31,"NF",301443
"6CB03",2017-09-30,"MF",446
"6CB03",2017-09-30,"NF",64104
"6CB03",2017-11-30,"MF",448
"6CB03",2017-11-30,"NF",64107
"6CB04",2015-08-31,"MF",20339.7103
"6CB04",2015-08-31,"NF",130213.2897
"6CB04",2015-10-31,"MF",32452.9629629629
"6CB04",2015-10-31,"NF",94644.4444444445
"6CB04",2015-11-30,"MF",38044.998
"6CB04",2015-11-30,"NF",98317.002
"6CB04",2016-01-31,"MF",678.69
"6CB04",2016-01-31,"NF",44567.31
"6CB04",2016-03-31,"MF",1740
"6CB04",2016-03-31,"NF",100295.277777778
"6CB04",2016-05-31,"MF",56501
"6CB04",2016-05-31,"NF",200106
"6CB04",2016-07-31,"MF",699
"6CB04",2016-07-31,"NF",81285
"6CB04",2016-09-30,"MF",14288
"6CB04",2016-09-30,"NF",431938
"6CB04",2016-11-30,"MF",6335
"6CB04",2016-11-30,"NF",212427
"6CB04",2017-02-28,"MF",3300
"6CB04",2017-02-28,"NF",89298
"6CB04",2017-03-31,"MF",12103
"6CB04",2017-03-31,"NF",316585
"6CB04",2017-05-31,"MF",551
"6CB04",2017-05-31,"NF",232773
"6CB04",2017-07-31,"MF",495
"6CB04",2017-07-31,"NF",194540
"6CB04",2017-09-30,"MF",2026
"6CB04",2017-09-30,"NF",95027
"6CB04",2017-11-30,"MF",2026
"6CB04",2017-11-30,"NF",95027
"70530",2016-01-31,"MF",12920
"70530",2016-01-31,"NF",15000
"70530",2016-04-30,"MF",202192
"70530",2016-04-30,"NF",594158
"70530",2016-07-31,"MF",2640
"70530",2016-07-31,"NF",13480
"70530",2016-09-30,"MF",986484
"70530",2016-09-30,"NF",147406
"70530",2016-11-30,"MF",385523
"70530",2016-11-30,"NF",535196
"70530",2017-01-31,"MF",133799
"70530",2017-01-31,"NF",358309
"70530",2017-03-31,"MF",628175
"70530",2017-03-31,"NF",247188
"70530",2017-05-31,"MF",53293
"70530",2017-05-31,"NF",209770
"70530",2017-07-31,"MF",154209
"70530",2017-07-31,"NF",175753
"70530",2017-09-30,"MF",306150
"70530",2017-09-30,"NF",340167
"70530",2017-11-30,"MF",137201
"70530",2017-11-30,"NF",126996
"70720",2016-01-31,"MF",3440
"70720",2016-01-31,"NF",14280
"70720",2016-05-31,"MF",392326
"70720",2016-05-31,"NF",1068124
"70720",2016-07-31,"MF",2120
"70720",2016-07-31,"NF",13360
"70720",2016-09-30,"MF",2388892
"70720",2016-09-30,"NF",199565
"70720",2016-11-30,"MF",256259
"70720",2016-11-30,"NF",161012
"70720",2017-01-31,"MF",151941
"70720",2017-01-31,"NF",326560
"70720",2017-03-31,"MF",544267
"70720",2017-03-31,"NF",464895
"70720",2017-05-31,"MF",17008
"70720",2017-05-31,"NF",400263
"70720",2017-07-31,"MF",55561
"70720",2017-07-31,"NF",210904
"70720",2017-09-30,"MF",193895
"70720",2017-09-30,"NF",180289
"70720",2017-11-30,"MF",71435
"70720",2017-11-30,"NF",161012
"8PC03",2015-08-31,"MF",16564.1883
"8PC03",2015-08-31,"NF",157246.8117
"8PC03",2015-10-31,"MF",22531.2962962963
"8PC03",2015-10-31,"NF",98146.6292356186
"8PC03",2015-11-30,"MF",65424.233
"8PC03",2015-11-30,"NF",189144.767
"8PC03",2016-01-31,"MF",20208.21
"8PC03",2016-01-31,"NF",102265.79
"8PC03",2016-03-31,"MF",3712
"8PC03",2016-03-31,"NF",142443.555555556
"8PC03",2016-05-31,"MF",30616
"8PC03",2016-05-31,"NF",204894
"8PC03",2016-07-31,"MF",5705
"8PC03",2016-07-31,"NF",162015
"8PC03",2016-09-30,"MF",16859.4050181827
"8PC03",2016-09-30,"NF",197201.754729784
"8PC03",2016-12-31,"MF",2262
"8PC03",2016-12-31,"NF",169664
"8PC03",2017-02-28,"MF",1417
"8PC03",2017-02-28,"NF",167271
"8PC03",2017-03-31,"MF",274651
"8PC03",2017-03-31,"NF",303190
"8PC03",2017-05-31,"MF",429
"8PC03",2017-05-31,"NF",468277
"8PC03",2017-07-31,"MF",57
"8PC03",2017-07-31,"NF",133974
"8PC03",2017-09-30,"MF",701
"8PC03",2017-09-30,"NF",78113
"8PC03",2017-11-30,"MF",2514
"8PC03",2017-11-30,"NF",198211
"8PC04",2015-08-31,"MF",755.8712
"8PC04",2015-08-31,"NF",102788.1288
"8PC04",2015-10-31,"MF",24559.2901234568
"8PC04",2015-10-31,"NF",142980.092592593
"8PC04",2015-11-30,"MF",17117.878
"8PC04",2015-11-30,"NF",91223.122
"8PC04",2016-01-31,"MF",24426.278
"8PC04",2016-01-31,"NF",77775.722
"8PC04",2016-03-31,"MF",3330
"8PC04",2016-03-31,"NF",198570.277777778
"8PC04",2016-05-31,"MF",7738
"8PC04",2016-05-31,"NF",78243
"8PC04",2016-07-31,"MF",4326
"8PC04",2016-07-31,"NF",132920
"8PC04",2016-09-30,"MF",2780
"8PC04",2016-09-30,"NF",118140.229903907
"8PC04",2016-12-31,"MF",2324
"8PC04",2016-12-31,"NF",305701
"8PC04",2017-02-28,"MF",1420
"8PC04",2017-02-28,"NF",227404
"8PC04",2017-03-31,"MF",421313
"8PC04",2017-03-31,"NF",249980
"8PC04",2017-05-31,"MF",268
"8PC04",2017-05-31,"NF",208505
"8PC04",2017-07-31,"MF",874
"8PC04",2017-07-31,"NF",192271
"8PC04",2017-09-30,"MF",428
"8PC04",2017-09-30,"NF",112588
"8PC04",2017-11-30,"MF",571
"8PC04",2017-11-30,"NF",117343
"9PN03",2015-08-31,"MF",195181.6348
"9PN03",2015-08-31,"NF",171494.3652
"9PN03",2015-10-31,"MF",17680.1408877696
"9PN03",2015-10-31,"NF",128924.85911223
"9PN03",2015-11-30,"MF",55600.718
"9PN03",2015-11-30,"NF",112377.282
"9PN03",2016-01-31,"MF",30509.486
"9PN03",2016-01-31,"NF",62224.514
"9PN03",2016-03-31,"MF",1020
"9PN03",2016-03-31,"NF",101815.833333333
"9PN03",2016-05-31,"MF",48593
"9PN03",2016-05-31,"NF",182800
"9PN03",2016-07-31,"MF",10637
"9PN03",2016-07-31,"NF",201651
"9PN03",2016-09-30,"MF",7580
"9PN03",2016-09-30,"NF",305154.122829335
"9PN03",2016-12-31,"MF",2979
"9PN03",2016-12-31,"NF",204668
"9PN03",2017-02-28,"MF",818
"9PN03",2017-02-28,"NF",72583
"9PN03",2017-03-31,"MF",8494
"9PN03",2017-03-31,"NF",597359
"9PN03",2017-05-31,"MF",570
"9PN03",2017-05-31,"NF",191376
"9PN03",2017-07-31,"MF",494
"9PN03",2017-07-31,"NF",277173
"9PN03",2017-09-30,"MF",10790
"9PN03",2017-09-30,"NF",167595
"9PN03",2017-11-30,"MF",1479
"9PN03",2017-11-30,"NF",148617
"9PN04",2015-08-31,"MF",5361.4379
"9PN04",2015-08-31,"NF",59001.5621
"9PN04",2015-10-31,"MF",18237.8934233732
"9PN04",2015-10-31,"NF",92908.1065766268
"9PN04",2015-11-30,"MF",43086.528
"9PN04",2015-11-30,"NF",72737.472
"9PN04",2016-01-31,"MF",13573.401
"9PN04",2016-01-31,"NF",48405.599
"9PN04",2016-03-31,"MF",1170
"9PN04",2016-03-31,"NF",119065.138888889
"9PN04",2016-05-31,"MF",40953
"9PN04",2016-05-31,"NF",232067
"9PN04",2016-07-31,"MF",6320
"9PN04",2016-07-31,"NF",125650
"9PN04",2016-09-30,"MF",4600
"9PN04",2016-09-30,"NF",297274.108654635
"9PN04",2016-12-31,"MF",4848
"9PN04",2016-12-31,"NF",125008
"9PN04",2017-02-28,"MF",722
"9PN04",2017-02-28,"NF",105583
"9PN04",2017-03-31,"MF",45947
"9PN04",2017-03-31,"NF",710656
"9PN04",2017-05-31,"MF",16719
"9PN04",2017-05-31,"NF",388419
"9PN04",2017-07-31,"MF",304
"9PN04",2017-07-31,"NF",125758
"9PN04",2017-09-30,"MF",4592
"9PN04",2017-09-30,"NF",149711
"9PN04",2017-11-30,"MF",741
"9PN04",2017-11-30,"NF",237666
"CGM1B",2015-07-31,"MF",1760
"CGM1B",2015-07-31,"NF",253604.899872376
"CGM1B",2015-09-30,"MF",2720
"CGM1B",2015-09-30,"NF",163371.973993718
"CGM1B",2015-11-30,"MF",990
"CGM1B",2015-11-30,"NF",90958.4088435115
"CGM1B",2016-03-31,"MF",800
"CGM1B",2016-03-31,"NF",86516.3435118799
"CGM1B",2016-05-31,"MF",3600
"CGM1B",2016-05-31,"NF",257147.158389949
"CGM1B",2017-01-31,"MF",5640
"CGM1B",2017-01-31,"NF",154864.444033033
"CGM1B",2017-03-31,"MF",6600
"CGM1B",2017-03-31,"NF",410423.376149542
"CGM1B",2017-05-31,"MF",88232.5992204994
"CGM1B",2017-05-31,"NF",238542.314696645
"CGM1B",2017-07-31,"MF",1240
"CGM1B",2017-07-31,"NF",179816.817687023
"CGM1B",2017-09-30,"MF",1180
"CGM1B",2017-09-30,"NF",118853.415865895
"CGM1B",2017-12-31,"MF",1880
"CGM1B",2017-12-31,"NF",252245.357164304
"CGM1C",2015-07-31,"MF",480
"CGM1C",2015-07-31,"NF",296436.845776559
"CGM1C",2015-09-30,"MF",2960
"CGM1C",2015-09-30,"NF",167701.008064011
"CGM1C",2015-11-30,"MF",1140
"CGM1C",2015-11-30,"NF",122315.674383469
"CGM1C",2016-03-31,"MF",1060
"CGM1C",2016-03-31,"NF",151125.584812882
"CGM1C",2016-05-31,"MF",4480
"CGM1C",2016-05-31,"NF",203221.661380328
"CGM1C",2017-01-31,"MF",10120
"CGM1C",2017-01-31,"NF",287302.373213095
"CGM1C",2017-03-31,"MF",3560
"CGM1C",2017-03-31,"NF",173665.744979542
"CGM1C",2017-05-31,"MF",2600
"CGM1C",2017-05-31,"NF",202283.919897901
"CGM1C",2017-07-31,"MF",2120
"CGM1C",2017-07-31,"NF",156007.456958572
"CGM1C",2017-09-30,"MF",710
"CGM1C",2017-09-30,"NF",103895.34772531
"CGM1C",2017-12-31,"MF",4020
"CGM1C",2017-12-31,"NF",139407.380964137
"COM1B",2015-07-31,"MF",2000
"COM1B",2015-07-31,"NF",200439.402862755
"COM1B",2015-10-31,"MF",2880
"COM1B",2015-10-31,"NF",300201.362811705
"COM1B",2015-12-31,"MF",1960
"COM1B",2015-12-31,"NF",329615.240575302
"COM1B",2016-02-29,"MF",3480
"COM1B",2016-02-29,"NF",296617
"COM1B",2016-04-30,"MF",4000
"COM1B",2016-04-30,"NF",672973.066326336
"COM1B",2016-05-31,"MF",8360
"COM1B",2016-05-31,"NF",153860.681405852
"COM1B",2017-02-28,"MF",40320
"COM1B",2017-02-28,"NF",284029.809615762
"COM1B",2017-04-30,"MF",13400
"COM1B",2017-04-30,"NF",339402.016128022
"COM1B",2017-05-31,"MF",4840
"COM1B",2017-05-31,"NF",114317.769571963
"COM1B",2017-07-31,"MF",4120
"COM1B",2017-07-31,"NF",229768.763591206
"COM1B",2017-10-31,"MF",4960
"COM1B",2017-10-31,"NF",360337
"COM1B",2017-11-30,"MF",2820
"COM1B",2017-11-30,"NF",97397.6190558801
"COM1C",2015-07-31,"MF",1320
"COM1C",2015-07-31,"NF",255667.158389949
"COM1C",2015-10-31,"MF",30760
"COM1C",2015-10-31,"NF",223323.919897901
"COM1C",2015-12-31,"MF",3280
"COM1C",2015-12-31,"NF",315499.43095229
"COM1C",2016-02-29,"MF",3520
"COM1C",2016-02-29,"NF",283642
"COM1C",2016-04-30,"MF",3000
"COM1C",2016-04-30,"NF",554657.391942868
"COM1C",2016-05-31,"MF",5760
"COM1C",2016-05-31,"NF",182856.817687023
"COM1C",2017-02-28,"MF",4560
"COM1C",2017-02-28,"NF",162472.584932366
"COM1C",2017-04-30,"MF",7040
"COM1C",2017-04-30,"NF",137264.87178284
"COM1C",2017-05-31,"MF",9640
"COM1C",2017-05-31,"NF",174727.78361673
"COM1C",2017-07-31,"MF",3800
"COM1C",2017-07-31,"NF",179656.817687023
"COM1C",2017-10-31,"MF",9000
"COM1C",2017-10-31,"NF",300073
"COM1C",2017-11-30,"MF",3920
"COM1C",2017-11-30,"NF",81557.2619115931
"ICM1B",2015-08-31,"MF",5960
"ICM1B",2015-08-31,"NF",454022.044217558
"ICM1B",2015-10-31,"MF",6400
"ICM1B",2015-10-31,"NF",427230.424971533
"ICM1B",2015-12-31,"MF",16960
"ICM1B",2015-12-31,"NF",257582.641354803
"ICM1B",2016-02-29,"MF",11080
"ICM1B",2016-02-29,"NF",219737
"ICM1B",2016-04-30,"MF",389800
"ICM1B",2016-04-30,"NF",835060.98518261
"ICM1B",2016-05-31,"MF",106343.238492048
"ICM1B",2016-05-31,"NF",575579.160473203
"ICM1B",2016-10-31,"MF",4582.55826357577
"ICM1B",2016-10-31,"NF",209677.3598787
"ICM1B",2017-02-28,"MF",8200
"ICM1B",2017-02-28,"NF",212789
"ICM1B",2017-04-30,"MF",88292.5521564504
"ICM1B",2017-04-30,"NF",497434.596374008
"ICM1B",2017-05-31,"MF",10280
"ICM1B",2017-05-31,"NF",340006.533163168
"ICM1B",2017-07-31,"MF",10280
"ICM1B",2017-07-31,"NF",247498.124319657
"ICM1B",2017-10-31,"MF",4240
"ICM1B",2017-10-31,"NF",215053
"ICM1B",2017-11-30,"MF",6160
"ICM1B",2017-11-30,"NF",105806.666675563
"ICM1C",2015-08-31,"MF",3480
"ICM1C",2015-08-31,"NF",273947.485048108
"ICM1C",2015-10-31,"MF",1920
"ICM1C",2015-10-31,"NF",156305.198440999
"ICM1C",2015-12-31,"MF",11880
"ICM1C",2015-12-31,"NF",283316.5191184
"ICM1C",2016-02-29,"MF",11040
"ICM1C",2016-02-29,"NF",195844
"ICM1C",2016-04-30,"MF",40900
"ICM1C",2016-04-30,"NF",430854.452019442
"ICM1C",2016-05-31,"MF",42720
"ICM1C",2016-05-31,"NF",303516.192460242
"ICM1C",2016-10-31,"MF",2480
"ICM1C",2016-10-31,"NF",208585.034669427
"ICM1C",2017-02-28,"MF",28840
"ICM1C",2017-02-28,"NF",361601
"ICM1C",2017-04-30,"MF",41400
"ICM1C",2017-04-30,"NF",343629.344544122
"ICM1C",2017-05-31,"MF",14120
"ICM1C",2017-05-31,"NF",331508.465022583
"ICM1C",2017-07-31,"MF",157691.64733556
"ICM1C",2017-07-31,"NF",389984.927961912
"ICM1C",2017-10-31,"MF",6165
"ICM1C",2017-10-31,"NF",198875
"ICM1C",2017-11-30,"MF",5280
"ICM1C",2017-11-30,"NF",164919.047633028
"IEM1B",2015-07-31,"MF",2080
"IEM1B",2015-07-31,"NF",255610
"IEM1B",2015-09-30,"MF",2360
"IEM1B",2015-09-30,"NF",152740.681405853
"IEM1B",2015-12-31,"MF",4560
"IEM1B",2015-12-31,"NF",281294.260600827
"IEM1B",2016-03-31,"MF",1500
"IEM1B",2016-03-31,"NF",89312.3761776957
"IEM1B",2016-06-30,"MF",17360
"IEM1B",2016-06-30,"NF",416954.615348521
"IEM1B",2017-02-28,"MF",9040
"IEM1B",2017-02-28,"NF",199936.893770094
"IEM1B",2017-03-31,"MF",10240
"IEM1B",2017-03-31,"NF",253633.660673397
"IEM1B",2017-05-31,"MF",32280
"IEM1B",2017-05-31,"NF",163638.422888279
"IEM1B",2017-07-31,"MF",8360
"IEM1B",2017-07-31,"NF",171434.232511291
"IEM1B",2017-09-30,"MF",6240
"IEM1B",2017-09-30,"NF",207710
"IEM1B",2017-12-31,"MF",31560
"IEM1B",2017-12-31,"NF",242933.690495413
"IEM1C",2015-07-31,"MF",5480
"IEM1C",2015-07-31,"NF",266462.968012961
"IEM1C",2015-09-30,"MF",3000
"IEM1C",2015-09-30,"NF",117997.769571963
"IEM1C",2015-12-31,"MF",1140
"IEM1C",2015-12-31,"NF",133849.225488908
"IEM1C",2016-03-31,"MF",1560
"IEM1C",2016-03-31,"NF",91127.0863987835
"IEM1C",2016-06-30,"MF",31000
"IEM1C",2016-06-30,"NF",376251.703514631
"IEM1C",2017-02-28,"MF",8680
"IEM1C",2017-02-28,"NF",223407.479072731
"IEM1C",2017-03-31,"MF",8680
"IEM1C",2017-03-31,"NF",170168.556360496
"IEM1C",2017-05-31,"MF",37191.6192460242
"IEM1C",2017-05-31,"NF",140664.87178284
"IEM1C",2017-07-31,"MF",14640
"IEM1C",2017-07-31,"NF",247333.60728451
"IEM1C",2017-09-30,"MF",5200
"IEM1C",2017-09-30,"NF",165240
"IEM1C",2017-12-31,"MF",18760
"IEM1C",2017-12-31,"NF",334553.571456214
"ITA06SMLG2",2015-07-31,"MF",23920
"ITA06SMLG2",2015-07-31,"NF",4306586
"ITA06SMLG2",2015-09-30,"MF",82480
"ITA06SMLG2",2015-09-30,"NF",4861292
"ITA06SMLG2",2015-11-30,"MF",5040
"ITA06SMLG2",2015-11-30,"NF",1721705
"ITA06SMLG2",2016-01-31,"MF",75520
"ITA06SMLG2",2016-01-31,"NF",1204529
"ITA06SMLG2",2016-03-31,"MF",5400
"ITA06SMLG2",2016-03-31,"NF",842263
"ITA06SMLG2",2016-05-31,"MF",47120
"ITA06SMLG2",2016-05-31,"NF",1836854
"ITA06SMLG2",2016-07-31,"MF",57460
"ITA06SMLG2",2016-07-31,"NF",2604527
"ITA06SMLG2",2016-09-30,"MF",303629
"ITA06SMLG2",2016-09-30,"NF",833208
"ITA06SMLG2",2016-11-30,"MF",90712
"ITA06SMLG2",2016-11-30,"NF",375094
"ITA06SMLG2",2017-01-31,"MF",62492
"ITA06SMLG2",2017-01-31,"NF",585661
"ITA06SMLG2",2017-03-31,"MF",447589
"ITA06SMLG2",2017-03-31,"NF",247547
"ITA06SMLG2",2017-05-31,"MF",198780
"ITA06SMLG2",2017-05-31,"NF",1292075
"ITA06SMLG2",2017-07-31,"MF",163933
"ITA06SMLG2",2017-07-31,"NF",1393963
"ITA06SMLG2",2017-09-30,"MF",698340
"ITA06SMLG2",2017-09-30,"NF",519246
"ITA06SMLG2",2017-11-30,"MF",35956
"ITA06SMLG2",2017-11-30,"NF",312451
"ITA06SMLG3",2015-07-31,"MF",55640
"ITA06SMLG3",2015-07-31,"NF",3509230
"ITA06SMLG3",2015-09-30,"MF",96720
"ITA06SMLG3",2015-09-30,"NF",1584230
"ITA06SMLG3",2015-11-30,"MF",9520
"ITA06SMLG3",2015-11-30,"NF",1773053
"ITA06SMLG3",2016-01-31,"MF",7840
"ITA06SMLG3",2016-01-31,"NF",768304
"ITA06SMLG3",2016-03-31,"MF",2280
"ITA06SMLG3",2016-03-31,"NF",747170
"ITA06SMLG3",2016-05-31,"MF",11920
"ITA06SMLG3",2016-05-31,"NF",467926
"ITA06SMLG3",2016-07-31,"MF",21280
"ITA06SMLG3",2016-07-31,"NF",2434340
"ITA06SMLG3",2016-09-30,"MF",375560
"ITA06SMLG3",2016-09-30,"NF",920000
"ITA06SMLG3",2016-11-30,"MF",72084
"ITA06SMLG3",2016-11-30,"NF",335095
"ITA06SMLG3",2017-01-31,"MF",23372
"ITA06SMLG3",2017-01-31,"NF",385660
"ITA06SMLG3",2017-03-31,"MF",197333
"ITA06SMLG3",2017-03-31,"NF",565283
"ITA06SMLG3",2017-05-31,"MF",465954
"ITA06SMLG3",2017-05-31,"NF",918490
"ITA06SMLG3",2017-07-31,"MF",37247
"ITA06SMLG3",2017-07-31,"NF",515472
"ITA06SMLG3",2017-09-30,"MF",396363
"ITA06SMLG3",2017-09-30,"NF",508679
"ITA06SMLG3",2017-11-30,"MF",13440
"ITA06SMLG3",2017-11-30,"NF",215097
"ITA06SMTS2",2015-07-31,"MF",58640
"ITA06SMTS2",2015-07-31,"NF",1614555
"ITA06SMTS2",2015-09-30,"MF",169040
"ITA06SMTS2",2015-09-30,"NF",1633336
"ITA06SMTS2",2015-11-30,"MF",183200
"ITA06SMTS2",2015-11-30,"NF",1736692
"ITA06SMTS2",2016-01-31,"MF",7360
"ITA06SMTS2",2016-01-31,"NF",136756
"ITA06SMTS2",2016-03-31,"MF",1240
"ITA06SMTS2",2016-03-31,"NF",866416
"ITA06SMTS2",2016-05-31,"MF",101040
"ITA06SMTS2",2016-05-31,"NF",2873963
"ITA06SMTS2",2016-07-31,"MF",16800
"ITA06SMTS2",2016-07-31,"NF",1489056
"ITA06SMTS2",2016-09-30,"MF",194938
"ITA06SMTS2",2016-09-30,"NF",1178114
"ITA06SMTS2",2016-11-30,"MF",78940
"ITA06SMTS2",2016-11-30,"NF",981616
"ITA06SMTS2",2017-01-31,"MF",20638
"ITA06SMTS2",2017-01-31,"NF",446038
"ITA06SMTS2",2017-03-31,"MF",903529
"ITA06SMTS2",2017-03-31,"NF",763773
"ITA06SMTS2",2017-05-31,"MF",4960
"ITA06SMTS2",2017-05-31,"NF",2262642
"ITA06SMTS2",2017-07-31,"MF",107452
"ITA06SMTS2",2017-07-31,"NF",1766792
"ITA06SMTS2",2017-09-30,"MF",561389
"ITA06SMTS2",2017-09-30,"NF",1167788
"ITA06SMTS2",2017-11-30,"MF",12820
"ITA06SMTS2",2017-11-30,"NF",270943
"ITA06SMTS3",2015-07-31,"MF",22720
"ITA06SMTS3",2015-07-31,"NF",7172625
"ITA06SMTS3",2015-09-30,"MF",117120
"ITA06SMTS3",2015-09-30,"NF",1685647
"ITA06SMTS3",2015-11-30,"MF",23520
"ITA06SMTS3",2015-11-30,"NF",3468125
"ITA06SMTS3",2016-01-31,"MF",6160
"ITA06SMTS3",2016-01-31,"NF",155469
"ITA06SMTS3",2016-03-31,"MF",8760
"ITA06SMTS3",2016-03-31,"NF",961509
"ITA06SMTS3",2016-05-31,"MF",40400
"ITA06SMTS3",2016-05-31,"NF",2778869
"ITA06SMTS3",2016-07-31,"MF",19120
"ITA06SMTS3",2016-07-31,"NF",1261130
"ITA06SMTS3",2016-09-30,"MF",206210
"ITA06SMTS3",2016-09-30,"NF",476225
"ITA06SMTS3",2016-11-30,"MF",229764
"ITA06SMTS3",2016-11-30,"NF",615849
"ITA06SMTS3",2017-01-31,"MF",25602
"ITA06SMTS3",2017-01-31,"NF",665659
"ITA06SMTS3",2017-03-31,"MF",740236
"ITA06SMTS3",2017-03-31,"NF",505943
"ITA06SMTS3",2017-05-31,"MF",40945
"ITA06SMTS3",2017-05-31,"NF",1809056
"ITA06SMTS3",2017-07-31,"MF",234848
"ITA06SMTS3",2017-07-31,"NF",1841510
"ITA06SMTS3",2017-09-30,"MF",384300
"ITA06SMTS3",2017-09-30,"NF",663396
"ITA06SMTS3",2017-11-30,"MF",8880
"ITA06SMTS3",2017-11-30,"NF",1098869
"IT_m1lt01_12",2015-11-30,"MF",68612
"IT_m1lt01_12",2015-11-30,"NF",17041
