Region,id,Date,Chla,DO,E_cond,NH4,NO2,NO3,O_sat,PO4,Salinity,Secchi_depth,SiO4,T,TN,TP,pH
Puglia,3FO02bis,2017-10-31,0.14,210.46875,54.871399999999994,0.0,0.0,0.21,97.5,0.0,38.49355,,0.0,22.4568,11.1,0.37,8.2645
Puglia,3FO02bis,2017-11-30,0.44,238.90625,46.914500000000004,1.17,0.2,0.64,97.0,0.42,38.139,,1.4,15.54975,10.2,0.66,8.1495
Puglia,3FO03,2015-08-31,0.11,147.970205175,60.46315,1.07,0.0,0.0,95.7,0.0,38.0186,13.0,0.0,27.971899999999998,11.71,0.0,8.1705
Puglia,3FO03,2015-10-31,0.195,162.01452365625,54.94055,0.95,0.0,0.16,95.925,0.5,38.31415,8.0,0.0,22.721899999999998,15.77,0.55,8.1045
Puglia,3FO03,2015-11-30,0.47,160.33165325,49.796800000000005,0.42,0.0,0.79,87.8,0.0,37.9471,5.0,0.0,18.442700000000002,48.1,0.0,8.1815
Puglia,3FO03,2016-01-31,0.44999999999999996,281.26755,40.97805,0.46,0.68,3.7,102.9,0.35,37.17045,6.0,0.4464506205872361,10.780750000000001,16.76,1.66,8.273499999999999
Puglia,3FO03,2016-03-31,0.48,264.23524499999996,43.31865,0.67,0.33,1.92,100.25,0.1005734989472709,37.99225,6.0,0.4735639733457642,12.27,13.6,0.62,8.1265
Puglia,3FO03,2016-05-31,0.20500000000000002,227.51421,49.17775,1.49,,0.127078882587117,96.95,0.27,37.61005,7.0,0.0848621060727771,18.23155,11.9,0.58,8.2635
Puglia,3FO03,2016-07-31,0.45,196.418505,55.89825,1.4,0.1004931106924857,0.27,94.5,0.04334227507445988,36.8831,18.0,0.1155153021788345,25.28015,12.8,0.23,8.077
Puglia,3FO03,2016-09-30,0.37,182.98015,56.964299999999994,0.82,0.08651927443923706,0.36,88.25,0.1303690100344672,37.88825,11.0,0.006406046183909475,25.02915,15.0,0.78,8.2
Puglia,3FO03,2016-11-30,0.18,176.261,48.37775,0.64,0.15,0.59,73.5,0.1070292320838464,38.14185,5.0,0.9,16.916600000000003,9.7,0.17,8.2035
Puglia,3FO03,2017-02-28,0.79,252.046995,41.49135,0.4,0.4,3.0,93.3,0.04760615603063861,37.085,10.0,1.3,11.376,17.9,0.5,8.1885
Puglia,3FO03,2017-03-31,0.04,231.8895,44.0201,0.04712399754278991,0.26,1.1,89.0,0.38,38.2034,11.0,0.2838574705664533,12.737400000000001,8.6,0.52,8.144
Puglia,3FO03,2017-05-31,0.11499999999999999,233.13954999999999,50.08105,1.73,0.1009904970558772,0.0778271671106042,99.85,0.23,38.3236,8.0,0.2604605058266432,18.300800000000002,15.88,0.25,8.2225
Puglia,3FO03,2017-07-31,0.07,202.51265,58.563050000000004,1.45,0.09309474117195006,0.1090653982843621,98.6,0.03644871353481138,38.8514,17.0,0.6585447107850976,25.3086,10.15,0.57,8.183
Puglia,3FO03,2017-10-31,0.13,215.0,55.24965,0.6,0.0,0.0,99.7,0.0,38.8047,,0.0,22.44415,9.7,0.3,8.26
Puglia,3FO03,2017-11-30,0.33999999999999997,236.09375,47.467749999999995,1.53,0.59,0.8,96.9,0.29,38.0937,,1.3,16.116149999999998,13.1,0.3,8.1385
Puglia,3FO04,2015-08-31,0.09,149.438892075,60.678250000000006,1.5,0.0,0.0,97.0,0.0,38.0052,18.0,0.0,28.1774,11.92,0.0,8.18
Puglia,3FO04,2015-10-31,0.19,169.17437229375,53.7625,0.93,0.0,0.0,98.92500000000001,0.58,37.840450000000004,11.0,0.0,22.1996,14.26,0.61,8.120000000000001
Puglia,3FO04,2015-11-30,0.235,162.657074175,49.495000000000005,0.42,0.14,1.1,88.75,0.0,37.76925,11.0,0.0,18.35485,60.0,0.17,8.193
Puglia,3FO04,2016-01-31,0.17,276.111005,40.88075,0.67,0.7,4.16,100.85,0.18,37.13185,6.0,0.5845289484665326,10.7217,19.46,1.65,8.2405
Puglia,3FO04,2016-03-31,0.28,252.5158,42.71725,0.58,0.39,2.03,94.95,0.07859868308385494,37.8023,7.0,0.1800441608705929,11.8733,13.55,0.64,8.134
Puglia,3FO04,2016-05-31,0.165,226.26415500000002,49.429199999999994,1.15,,0.4,96.80000000000001,0.65,37.671800000000005,8.5,0.3658282190726115,18.3994,14.9,0.99,8.214500000000001
Puglia,3FO04,2016-07-31,0.425,197.04355,55.42755,1.8,0.121684687847938,0.26,94.15,0.16,36.90195,20.0,1.04,24.8266,15.1,0.24,8.0515
Puglia,3FO04,2016-09-30,0.28500000000000003,181.886355,56.7765,0.63,0.09620978354053868,0.05179795494184933,87.55000000000001,2.82,37.8337,11.0,0.1293018248143223,24.926000000000002,15.4,2.88,8.229
Puglia,3FO04,2016-11-30,0.17,205.16905,47.703900000000004,0.45,0.22,0.88,84.80000000000001,0.1240296327482236,37.904849999999996,3.5,1.4,16.5352,10.7,0.1307006022491297,8.3
Puglia,3FO04,2017-02-28,0.16,244.85905,42.98935,0.3,0.34,1.81,92.4,0.1387051550847095,37.8767,8.0,1.8,12.0647,12.5,0.36,8.168
Puglia,3FO04,2017-03-31,0.06,236.5773,42.937749999999994,0.52,0.27,1.51,89.4,0.32,37.6997,11.0,0.3999761212057967,12.18905,9.6,0.34,8.164
Puglia,3FO04,2017-05-31,0.1,234.545895,50.418800000000005,2.48,0.04192984254174258,0.0657888466057286,101.30000000000001,0.1434361923617917,38.20215,8.0,0.4909099470683986,18.74165,12.59,0.21,8.229
Puglia,3FO04,2017-07-31,0.06,195.637255,59.3778,2.39,0.0304925005618899,0.09450159233552242,96.6,0.05881204611885806,38.7658,10.0,0.7,26.1182,11.5,0.53,8.1555
Puglia,3FO04,2017-10-31,0.09,225.625,54.75565,0.0,0.0,0.0,104.35,0.0,38.424350000000004,,0.0,22.4313,11.7,0.3,8.2645
Puglia,3FO04,2017-11-30,0.335,209.84375,47.08435,1.36,0.78,2.26,85.85,0.2,37.844750000000005,,1.4,16.0149,15.0,0.26,8.067
Puglia,4BA02bis,2015-08-31,0.14,152.621047025,59.99335,1.38,0.0,0.0,97.8,0.0,38.2181,18.5,0.0,27.314700000000002,9.0,0.0,8.185
Puglia,4BA02bis,2015-10-31,0.55,175.78346334375,53.073350000000005,0.85,0.0,0.0,102.11250000000001,0.17,37.6712,14.0,0.0,21.765,12.97,0.88,8.136
Puglia,4BA02bis,2015-11-30,0.845,151.886703575,49.4871,0.73,0.0,1.47,82.75,0.0,37.921400000000006,9.0,0.0,18.182499999999997,68.5,0.0,8.217500000000001
Puglia,4BA02bis,2016-01-31,0.88,270.01691,42.180949999999996,0.44,0.72,3.35,100.8,0.04458577369623837,37.4629,6.0,0.3147086991702341,11.6828,20.52,2.54,8.242
Puglia,4BA02bis,2016-03-31,0.15,254.54715,43.8261,0.67,0.29,1.46,97.44999999999999,0.06804140738281426,38.05245,8.5,0.4435514570374168,12.69995,11.79,0.54,8.134
Puglia,4BA02bis,2016-05-31,0.335,224.0765,50.1282,2.44,,0.01038189048370253,97.04145397577035,0.04841217198264392,37.6608,9.0,1.83,19.06225,14.6,0.38,8.24
Puglia,4BA02bis,2016-07-31,0.255,212.82581,57.51715,1.3,0.02452510546406465,0.09980978051071034,103.25,0.16,37.99615,20.0,0.655891759852735,25.3938,10.6,0.96,8.288
Puglia,4BA02bis,2016-09-30,0.16,188.4493,57.06635,0.89,0.0932431525206272,0.17,90.45,0.16,38.3078,16.0,0.1,24.62505,13.9,0.65,8.177
Puglia,4BA02bis,2016-11-30,0.365,239.07739,48.2606,0.41,0.21,1.0,99.6,0.07071536421036972,38.0818,6.0,1.7,16.870449999999998,12.1,,8.297
Puglia,4BA02bis,2017-02-28,0.14500000000000002,240.7963,41.156549999999996,0.09359004212037114,0.32,2.6,88.65,0.113048838983776,36.97485,11.0,0.9,11.1519,15.3,0.5,8.1765
Puglia,4BA02bis,2017-03-31,0.595,244.54655,42.83595,2.29,0.02660526520755933,0.49,92.6,0.07784625707120398,37.436949999999996,5.0,1.07,12.35085,17.0,0.33,8.122499999999999
Puglia,4BA02bis,2017-05-31,0.12,221.576345,50.9217,1.66,0.01931130900117842,0.07698835760333297,96.35,0.1327421926120283,38.31405,11.0,0.00188814209765813,19.0825,13.17,0.61,8.199
Puglia,4BA02bis,2017-07-31,0.065,191.105695,59.99045,1.36,0.0561005235095411,0.06618422871475191,95.15,0.18,38.70495,17.0,0.9,26.7258,13.2,0.73,8.1775
Puglia,4BA02bis,2017-09-30,0.15000000000000002,171.09375,57.7471,0.0,0.0,0.0,82.15,0.0,39.07895,,0.0,24.33355,9.7,0.4,8.1815
Puglia,4BA02bis,2017-11-30,0.36,229.21875,48.135450000000006,1.06,0.43,1.5,95.15,0.27,38.1058,,0.9,16.7284,16.0,0.4,8.2695
Puglia,4BA03,2015-08-31,0.1,160.209262675,59.60465,1.77,0.0,0.0,101.44999999999999,0.0,38.633399999999995,20.0,0.0,26.4747,8.2,0.0,8.179
Puglia,4BA03,2015-10-31,0.5249999999999999,174.7737411,53.09615,0.91,0.0,0.0,101.51249999999999,0.2,37.742149999999995,14.0,0.0,21.70485,16.31,0.45,8.1365
Puglia,4BA03,2015-11-30,0.505,160.57643439999998,49.8317,0.0,0.0,0.46,87.75,0.0,38.1036,11.0,0.0,18.3065,48.8,0.17,8.224
Puglia,4BA03,2016-01-31,0.24,233.92085,46.752300000000005,0.04905004657324596,0.16,0.49,93.75,0.75,38.82895,16.0,0.4536582160149332,14.69885,13.3,2.66,8.216999999999999
Puglia,4BA03,2016-03-31,0.125,248.765545,44.72425,1.28,0.29,1.27,96.6,0.08109956185550729,38.33955,12.0,0.3127111422304472,13.275500000000001,10.53,0.29,8.102
Puglia,4BA03,2016-05-31,0.155,216.7323,49.82725,0.47,,0.1187822925452648,93.23236029622095,0.05958133504365948,37.76175,12.0,0.3693101503006712,18.67205,11.1,0.35,8.248999999999999
Puglia,4BA03,2016-07-31,0.255,215.6385,57.86075,1.48,0.06970289134153058,0.04293357458636961,104.7,0.3,38.291700000000006,21.0,0.0795584676724945,25.347749999999998,10.7,0.83,8.283999999999999
Puglia,4BA03,2016-09-30,0.1,188.293,57.2954,0.66,0.1064259088353908,0.4,90.7,0.06811154201423468,38.3284,20.0,0.696316170643344,24.80365,17.3,0.7,8.1585
Puglia,4BA03,2016-11-30,0.16,239.7025,49.1175,0.49,0.14,0.51,100.85,0.05720543794731785,38.40775,7.0,1.0,17.323700000000002,9.6,,8.3005
Puglia,4BA03,2017-02-28,0.14,237.358595,44.63290000000001,0.006345440578800131,0.19,1.0,91.75,0.3,38.51445,13.0,1.0,13.0165,10.6,0.4,8.154
Puglia,4BA03,2017-03-31,0.125,222.04515,46.541250000000005,1.77,0.1105185423851953,0.33,88.55,0.02231297631527903,38.8841,18.0,0.475352175055499,14.447299999999998,12.4,0.54,8.12
Puglia,4BA03,2017-05-31,0.08499999999999999,216.10725,51.47455,2.24,0.008107715075607001,0.03057035711342148,94.4,0.03812128014349293,38.6451,20.0,0.07826724845073531,19.2303,19.5,0.51,8.215499999999999
Puglia,4BA03,2017-07-31,0.1,190.48064499999998,60.24275,1.33,0.03184485829934332,0.06423379745629317,95.25,0.1094563137886622,38.7124,17.0,1.0,26.936349999999997,10.9,0.64,8.173
Puglia,4BA03,2017-09-30,0.13,201.71875,57.35805,0.0,0.0,0.0,96.25,0.0,39.039100000000005,,0.0,24.0387,8.9,0.23,8.223500000000001
Puglia,4BA03,2017-11-30,0.21000000000000002,246.09375,47.971450000000004,1.15,0.54,1.7,102.85,0.36,38.0906,,0.0,16.5911,15.2,0.39,8.295
Puglia,4BA04,2015-08-31,0.05,154.824077375,60.0642,1.42,0.0,0.0,98.6,0.0,38.727450000000005,30.0,0.0,26.763199999999998,7.8,0.0,8.186499999999999
Puglia,4BA04,2015-10-31,0.235,172.29533195624998,54.1565,1.62,0.0,0.32,100.65,0.64,38.498599999999996,18.0,0.0,21.810850000000002,13.56,0.95,8.125
Puglia,4BA04,2015-11-30,0.61,174.2841788,39.041,0.33,0.0,0.39,89.5,0.0,29.5991,10.0,0.0,17.716700000000003,56.5,0.18,8.150500000000001
Puglia,4BA04,2016-01-31,0.19,228.60805,46.70415,0.07296729146256985,0.09370729385251336,0.75,91.55,0.45,38.8117,16.0,0.6988129811002955,14.67115,13.06,4.2,8.2105
Puglia,4BA04,2016-03-31,0.1,236.733495,45.41095,1.34,0.19,0.88,94.05,0.09598115668787686,37.6666,21.0,0.01287613248679854,14.61115,8.77,0.22,8.077
Puglia,4BA04,2016-05-31,0.07500000000000001,230.63945,50.97475,0.34,,0.07731392393088472,99.87578673499999,0.1345827196851704,38.68625,18.0,0.007462554132836207,18.732100000000003,11.5,0.31,8.2225
Puglia,4BA04,2016-07-31,0.14500000000000002,196.5748,58.225899999999996,1.54,0.08358333914703416,0.14,96.0,0.02863856441623561,38.3081,23.0,0.5901579069774624,25.651,9.6,0.91,8.283000000000001
Puglia,4BA04,2016-09-30,0.195,193.137045,57.2048,0.67,0.0154430923693694,0.19,92.15,0.61,38.88705,21.0,0.02017163438075844,24.077199999999998,12.0,1.04,8.167000000000002
Puglia,4BA04,2016-11-30,0.095,238.139845,49.1364,1.0,0.1086284817239544,0.38,100.3,0.1555952128033749,38.39035,11.0,0.144794641652021,17.35945,9.0,,8.308
Puglia,4BA04,2017-02-28,0.045,222.982705,46.3614,0.04060494740051813,0.03400553485691352,0.6,88.65,0.007486518866062657,38.84805,21.0,1.0,14.3152,10.6,0.3,8.1515
Puglia,4BA04,2017-03-31,0.06,220.79504,46.60595,1.36,0.28,3.45,88.15,0.1239107403799407,38.882149999999996,20.0,0.453579512853453,14.50955,11.3,0.37,8.117
Puglia,4BA04,2017-05-31,0.07,217.20105,51.887550000000005,1.36,0.1229730870940328,0.01796325718109271,95.4,0.1037027973579236,38.797,26.0,0.517890206073166,19.441499999999998,16.7,0.4,8.2105
Puglia,4BA04,2017-07-31,0.05,189.0743,60.84785,2.3,0.0136118177159395,0.07951045494706857,95.25,0.16,38.8027,19.0,0.3587896485517382,27.3534,11.59,0.18,8.1715
Puglia,4BA04,2017-09-30,0.08,208.4375,55.92685,0.0,0.0,0.0,97.45,0.0,38.96635,,0.0,22.8626,11.7,2.58,8.232
Puglia,4BA04,2017-11-30,0.155,250.9375,48.70385,1.8,0.27,0.96,104.55,0.27,38.8826,,0.0,16.452150000000003,15.7,0.39,8.3045
Puglia,6CB02bis,2015-08-31,0.17,153.11060932499998,59.5901,1.8,0.0,0.654,97.45,0.0,38.323,15.0,1.8,26.833849999999998,5.17,0.0,8.151
Puglia,6CB02bis,2015-10-31,0.18,170.000508675,55.07715,0.677,0.287,0.155,101.0625,0.0,38.23695,21.0,1.634,22.93265,7.36,0.257,8.117999999999999
Puglia,6CB02bis,2015-11-30,0.32,163.391417625,50.3331,1.286,0.0,0.456,89.7,0.0,38.42355,9.0,1.384,18.42585,4.733,1.98,8.207
Puglia,6CB02bis,2016-01-31,0.13,253.922095,43.34035,1.16,0.63,2.89,96.35,0.1395107256226361,38.0345,10.0,3.83,12.24955,7.22,0.00904651066992953,8.2245
Puglia,6CB02bis,2016-03-31,0.245,255.0159,44.5999,4.757,0.329,3.3,98.7,0.02813800888601067,38.370549999999994,8.5,1.817,13.12655,11.312,0.03524457225073641,8.067
Puglia,6CB02bis,2016-05-31,0.10500000000000001,225.79536000000002,50.56225,1.81,0.03457032519269638,0.476,97.96499464790679,0.02846555201436319,38.05415,9.0,1.417,19.03405,9.036,0.176,8.2335
Puglia,6CB02bis,2016-07-31,0.16999999999999998,214.23215,57.8526,0.534,0.03993292271312655,0.193,103.65,0.117431935897993,38.5813,26.0,1.55,25.00045,5.937,0.165,8.274000000000001
Puglia,6CB02bis,2016-09-30,0.42,184.855305,56.912400000000005,0.91,0.0008596898953548449,0.1060846203019613,89.0,0.007908676155168024,37.926550000000006,22.0,1.0,24.9371,6.5,0.65,8.179
Puglia,6CB02bis,2016-11-30,0.27,227.826755,48.9396,1.2,0.15,0.58,95.85,0.1471083868631914,38.25385,12.0,2.0,17.32095,6.64,0.31,8.2895
Puglia,6CB02bis,2017-02-28,0.05,245.64035,42.15795,1.77,0.27,3.5,91.6,0.06690843443714707,37.5466,15.0,2.0,11.57785,7.32,0.04970280571767754,8.174
Puglia,6CB02bis,2017-03-31,0.015,238.764945,44.1459,1.71,0.24,2.15,92.1,0.06140274373923282,38.00505,10.0,2.0,13.05435,7.56,0.1530901408643318,8.128
Puglia,6CB02bis,2017-05-31,0.13,221.420095,52.82355,2.19,0.1335461346517372,0.35,99.4,0.1502989393436759,38.33655,12.0,2.3,20.789499999999997,5.67,0.007740200928857082,8.1995
Puglia,6CB02bis,2017-07-31,0.09,200.48129999999998,59.989599999999996,1.42,0.1394847011569805,0.09001775067641918,99.7,2.09,38.8621,26.0,1.9,26.5383,5.56,2.44,8.1775
Puglia,6CB02bis,2017-09-30,0.18,192.8125,58.4414,1.92,0.21,0.78,93.5,0.0,39.042249999999996,,1.98,24.981450000000002,4.98,0.45,8.219000000000001
Puglia,6CB02bis,2017-11-30,0.14500000000000002,245.15625,48.9647,0.71,0.38,0.77,102.80000000000001,0.18,38.51845,,2.42,17.066450000000003,4.78,0.21,8.288
Puglia,6CB03,2015-08-31,0.045,154.7016868,59.7919,1.1,0.0,1.339,98.6,0.0,38.387950000000004,17.0,1.62,26.93235,4.89,0.0,8.1735
Puglia,6CB03,2015-10-31,0.16,168.99078643125,55.15715,0.89,0.0,0.0,100.575,0.0,38.2707,25.0,1.65,22.965600000000002,7.22,0.273,8.117
Puglia,6CB03,2015-11-30,0.18,164.125761075,50.40455,2.168,0.0,2.061,90.3,0.0,38.35675,10.0,1.77,18.5628,5.8,0.59,8.2105
Puglia,6CB03,2016-01-31,0.15000000000000002,247.67175,44.2151,1.79,0.7,4.05,95.45,0.05780641163806614,38.18255,10.0,3.12,12.94445,9.11,0.1236051502485285,8.2355
Puglia,6CB03,2016-03-31,0.185,247.515445,44.86345,3.164,0.35,2.543,96.2,0.1306843286183925,38.4423,9.0,2.367,13.3063,9.305,0.686,8.134
Puglia,6CB03,2016-05-31,0.07,228.608,51.9148,2.724,0.103045910062279,0.447,100.93465486568144,0.1206847832161966,38.42555,17.0,1.283,19.867449999999998,8.331,0.347,8.215499999999999
Puglia,6CB03,2016-07-31,0.155,211.26321000000002,58.26045,0.555,0.1143035965402557,0.233,102.5,0.01387746499167289,38.80165,28.0,1.27,25.10145,6.307,0.204,8.279499999999999
Puglia,6CB03,2016-09-30,0.215,184.54276,57.01465,1.05,0.1018103292331381,0.24,88.9,0.62,38.07315,20.0,1.0,24.8549,6.35,0.76,8.1695
Puglia,6CB03,2016-11-30,0.18,231.4207,48.8662,1.18,0.15,0.7,97.25,0.04293100398726983,38.22325,13.0,2.0,17.2851,6.55,0.36,8.293
Puglia,6CB03,2017-02-28,0.095,236.88979,44.599199999999996,0.82,0.3,2.82,91.5,0.06542717538884599,38.5047,13.0,2.0,12.994,5.34,0.72,8.146
Puglia,6CB03,2017-03-31,0.015,226.57665500000002,45.95095,2.36,0.22,1.34,89.75,0.1378135828592333,38.58385,14.0,1.0,14.193200000000001,7.54,0.51,8.119
Puglia,6CB03,2017-05-31,0.07,224.701555,52.480999999999995,2.87,0.1041539885087549,0.19,99.69999999999999,0.1375068458383465,38.758399999999995,21.0,1.12,20.0185,4.34,0.1488341391416745,8.209
Puglia,6CB03,2017-07-31,0.05,198.29365,59.532700000000006,1.68,0.1043717761046514,0.85,97.9,0.04626272780113327,38.8992,26.0,1.42,26.0969,5.65,0.32,8.1735
Puglia,6CB03,2017-09-30,0.08,213.4375,58.44795,1.05,0.0,1.8,103.5,0.0,39.069,,1.65,24.95635,6.85,0.36,8.2215
Puglia,6CB03,2017-11-30,0.12,253.75,48.768150000000006,0.32,0.29,0.63,106.05000000000001,0.17,38.465599999999995,,2.12,16.9403,4.98,0.19,8.286999999999999
Puglia,6CB04,2015-08-31,0.07,158.985356925,59.4135,2.05,0.0,0.704,100.4,0.0,38.63805,20.0,1.7,26.30225,4.62,0.0,8.173
Puglia,6CB04,2015-10-31,0.175,178.35366541874998,54.2211,0.573,0.0,0.201,104.6625,0.0,38.2148,25.0,1.25,22.1885,6.73,0.195,8.0745
Puglia,6CB04,2015-11-30,0.19,184.0754248,43.87095,1.153,0.0,1.346,96.7,0.0,33.59575,15.0,1.808,17.67625,6.46,0.8,8.143999999999998
Puglia,6CB04,2016-01-31,0.03,228.1393,46.81,1.49,0.16,3.09,91.5,0.03495858586957761,38.82515,17.0,1.64,14.7561,5.38,0.05227314748698582,8.212499999999999
Puglia,6CB04,2016-03-31,0.16,246.10915,46.035650000000004,2.486,0.236,1.629,97.55,0.0520090722205734,38.71045,20.0,2.983,14.1469,5.526,0.0851280096115182,8.1325
Puglia,6CB04,2016-05-31,0.04,290.48695,51.59575,1.307,0.1060378593946158,0.209,123.80000000000001,0.1537700610350265,38.819950000000006,25.0,1.283,19.15235,7.2,0.012884407263191,8.199
Puglia,6CB04,2016-07-31,0.165,208.763055,57.549350000000004,0.112,0.04516007084839989,0.06069561857954409,100.85,,38.396,23.0,0.6,24.9496,4.802,4.418,8.29
Puglia,6CB04,2016-09-30,0.165,185.9491,56.96265,1.32,0.0142991816562208,0.46,88.94999999999999,0.1255322237185856,38.47135,27.0,2.0,24.3427,9.4,0.26,8.1735
Puglia,6CB04,2016-11-30,0.060000000000000005,241.73386,48.96855,0.98,0.1194744227988941,0.6,100.94999999999999,0.05631670628079873,38.7874,26.0,11.0,16.79165,4.33,0.02435247542677916,8.3035
Puglia,6CB04,2017-02-28,0.075,223.138955,45.84315,0.98,0.09093021866228947,3.07,87.94999999999999,0.1190858046087983,38.8299,13.0,3.0,13.8484,6.04,0.1124510681479372,8.093
Puglia,6CB04,2017-03-31,0.060000000000000005,223.60776,46.753249999999994,2.12,0.16,0.75,89.55,0.0141451426325103,38.878150000000005,16.0,1.0,14.6507,40.7,0.16,8.119
Puglia,6CB04,2017-05-31,0.07,223.295205,52.18985,1.3,0.01851069504877235,0.18,98.5,0.1590907266335189,38.7811,26.0,1.1,19.7316,5.21,0.18,8.2035
Puglia,6CB04,2017-07-31,0.07,203.1377,59.6488,3.72,0.29,0.79,100.3,0.03612903123270988,39.03605,26.0,1.42,26.03805,5.28,0.1279901106935406,8.156500000000001
Puglia,6CB04,2017-09-30,0.04,223.75,57.4116,1.17,0.0,1.03,106.85,0.0,39.0689,,1.52,24.0517,4.42,0.36,8.2225
Puglia,6CB04,2017-11-30,0.16999999999999998,249.0625,48.45745,0.18,0.2,0.24,103.6,0.17,38.5577,,1.93,16.557299999999998,4.64,0.24,8.2925
Puglia,8PC02bis,2015-08-31,0.15,146.86869000000002,61.278949999999995,1.36,0.0,0.378,95.65,0.0,38.35,15.0,1.43,28.27735,4.44,0.0,8.2195
Puglia,8PC02bis,2015-10-31,0.22,157.60846295625,57.149699999999996,0.619,0.0,0.256,96.1125,,38.7427,16.0,1.65,24.1946,4.08,3.62,8.1455
Puglia,8PC02bis,2015-11-30,0.09,105.01111335,51.54125,0.953,0.0,0.838,58.849999999999994,0.0,38.49675,19.0,0.617,19.4506,3.62,0.23,8.1465
Puglia,8PC02bis,2016-01-31,0.345,240.48375,46.8133,2.74,0.3,2.42,96.7,0.07820257090155133,38.69915,17.0,2.27,14.8856,5.88,0.07581135651229173,8.185500000000001
Puglia,8PC02bis,2016-03-31,1.4,251.890745,46.0188,1.8,0.179,2.8,99.80000000000001,0.1289354730817618,38.68885,15.5,3.117,14.152550000000002,8.091,0.452,8.021
Puglia,8PC02bis,2016-05-31,0.11,231.73325,48.5572,2.049,0.02487475467101104,1.321,96.9,0.1002032974301633,38.1823,23.0,1.167,17.04105,7.795,0.1529101349552506,8.2155
Puglia,8PC02bis,2016-07-31,0.23,227.670505,58.2588,0.572,0.1198212950741171,0.301,111.30000000000001,0.110271530171765,38.28805,18.0,3.0,25.70385,8.47,0.333,8.272
Puglia,8PC02bis,2016-09-30,0.085,182.5114,57.94185,0.77,0.138326314946098,0.32,88.35,0.0794724877162072,38.66775,14.5,1.0,24.9782,5.34,0.25,8.1155
Puglia,8PC02bis,2016-12-31,0.025,212.04450500000002,49.1268,1.22,0.14,0.41,88.9,0.1018969503713761,38.7594,20.0,1.0,16.966,5.01,0.2,8.321
Puglia,8PC02bis,2017-02-28,0.03,240.17125,44.1862,1.34,0.47,4.05,92.25,0.02325276930062865,38.362899999999996,12.0,2.0,12.7397,5.96,0.18,8.181999999999999
Puglia,8PC02bis,2017-03-31,0.03,220.79504,46.13365,1.37,0.4,1.29,87.85,0.02377664089414321,38.4923,14.0,0.2702439739580247,14.4565,8.59,0.2,8.118500000000001
Puglia,8PC02bis,2017-05-31,0.07500000000000001,219.3887,52.31165,1.6,0.06690415617215964,0.16,97.05,0.06899199070134936,38.74005,22.0,1.2,19.8858,6.36,0.02756590341868232,8.2025
Puglia,8PC02bis,2017-07-31,0.08,185.94910499999997,61.590999999999994,1.48,0.1026570723752774,0.53,94.44999999999999,0.02827755133971216,38.9587,22.0,1.37,27.8078,4.73,0.1518528083999832,8.163
Puglia,8PC02bis,2017-09-30,0.14,213.4375,57.093599999999995,1.55,0.0,0.38,101.4,0.0,39.0654,,1.33,23.7772,8.44,0.31,8.2335
Puglia,8PC02bis,2017-11-30,0.275,234.21875,49.7338,0.95,0.75,0.98,99.15,0.0,38.758250000000004,,1.35,17.523899999999998,6.7,0.25,8.138
Puglia,8PC03,2015-08-31,0.035,147.480642875,61.25155,0.796,0.0,1.606,96.05000000000001,0.0,38.3311,19.0,1.55,28.276699999999998,4.49,0.0,8.207
Puglia,8PC03,2015-10-31,0.265,155.22184674375,57.18885,0.559,0.0,0.0,94.6875,0.401,38.726699999999994,22.0,1.767,24.2474,5.03,0.555,8.1225
Puglia,8PC03,2015-11-30,0.17,144.64240544075,50.7975,1.945,0.0,1.635,80.1,0.0,38.332,15.0,0.45,18.699150000000003,5.76,0.33,8.1555
Puglia,8PC03,2016-01-31,0.16,239.85875,46.8616,1.43,0.27,1.69,96.55,0.097127302019886,38.6723,19.0,2.48,14.9576,3.67,0.1354597648738425,8.18
Puglia,8PC03,2016-03-31,0.14500000000000002,258.922455,46.05285000000001,2.3,0.15,3.7,102.65,0.06073085740936082,38.69165,16.0,3.95,14.1817,7.649,0.1274250482340763,8.13
Puglia,8PC03,2016-05-31,0.06,229.0768,48.81485,1.435,0.1176677867118013,1.627,96.35,0.1290136574501203,38.1173,20.0,1.233,17.3493,9.97,0.09695856542622368,8.216000000000001
Puglia,8PC03,2016-07-31,0.23,223.92025,58.8631,0.498,0.09659122332913198,0.185,110.44999999999999,0.06658714064396787,38.2524,21.0,1.4,26.279400000000003,7.581,0.193,8.262
Puglia,8PC03,2016-09-30,0.18,181.417605,58.31695,0.91,0.004346473762725503,0.26,88.1,0.1279413211781021,38.76445,15.0,1.0,25.19455,4.62,0.17,8.136
Puglia,8PC03,2016-12-31,0.055,192.98085,49.259299999999996,1.01,0.16,0.48,81.05,0.22,38.753299999999996,22.0,1.0,17.094,5.94,0.26,8.3225
Puglia,8PC03,2017-02-28,0.07,229.545605,45.6288,1.41,0.44,1.39,90.3,0.1276743023606112,38.6597,13.0,2.0,13.82125,7.42,0.62,8.1715
Puglia,8PC03,2017-03-31,0.04,225.6391,46.08645,1.6,0.3,1.5,89.8,0.1045579081388211,38.439800000000005,15.0,0.2098561841009729,14.46475,8.37,0.25,8.143
Puglia,8PC03,2017-05-31,0.05,219.54494499999998,52.19555,1.6,0.01026983191660075,0.24,97.0,0.05341848346602287,38.71935,19.0,1.35,19.8032,5.1,0.1355071178184854,8.1985
